,network,node,k,ke,keN,s,sN,kc,kcN,bias
0,Cholesterol Regulatory Pathway,HMG_CoA,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Cholesterol Regulatory Pathway,Lanosterol,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,pSREBP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,FPP_Synthase,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Desmosterol,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Cyp51,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Isopentenyl_pyrophosphate,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Septdehydrocholesterol,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Acetyl_CoA_acetyltransferase,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Mevalonyl_pyrophosphate,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,HMG_CoA_Synthase_RNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,mSREBP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Acetyl_CoA_acetyltransferase_RNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Insig_SREBP_SCAP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Acetyl_CoA_acetyltransferase_gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,FPP_Synthase_RNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,FPP_Synthase_gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Cyp51_gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Statins,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Mevalonic_Acid,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Cholesterol Regulatory Pathway,SREBP_SCAP,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Cholesterol Regulatory Pathway,HMG_CoA_Reductase,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Cholesterol Regulatory Pathway,Acetoacetyl_CoA,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Cholesterol Regulatory Pathway,Farnesyl_pyrophosphate,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Cholesterol Regulatory Pathway,HMG_CoA_Synthase_gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cholesterol Regulatory Pathway,Cyp51_RNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,SMAD,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,CYTC,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,TNFA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,FAS,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,GP130,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,CASP8,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Colitis-associated colon cancer,SPHK1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,JAK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,SOCS,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,SMASE,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,TH1,5,1.3984375,0.2796875,0.6875,0.1375,0.7109375,0.14218749999999997,0.09375
0,Colitis-associated colon cancer,IFNG,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,SOD,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,PTEN,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Colitis-associated colon cancer,IL10,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,JUN,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,Colitis-associated colon cancer,PP2A,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,P53,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Colitis-associated colon cancer,RAS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,CASP3,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Colitis-associated colon cancer,MEK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,MAC,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Colitis-associated colon cancer,P21,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,Colitis-associated colon cancer,CERAMIDE,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,TREG,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Colitis-associated colon cancer,TBID,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,IL12,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,BCATENIN,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,RAF,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,ASK1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,TNFR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,TH2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Colitis-associated colon cancer,IL4,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,STAT3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,JNK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,CFLIP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,IKK,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.625
0,Colitis-associated colon cancer,EP2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,SMAD7,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,PI3K,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Colitis-associated colon cancer,CTL,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,FOS,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,BCL2,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,Colitis-associated colon cancer,TGFR,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,GSK3B,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,CCL2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,MOMP,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Colitis-associated colon cancer,ATM,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,IAP,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Colitis-associated colon cancer,Apoptosis,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,Proliferation,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Colitis-associated colon cancer,PGE2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,COX2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,SMAC,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,ERK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,S1P,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,ROS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Colitis-associated colon cancer,NFKB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,DC,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Colitis-associated colon cancer,MDM2,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Colitis-associated colon cancer,FADD,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Colitis-associated colon cancer,TGFB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,CYCLIND1,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Colitis-associated colon cancer,IKB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Colitis-associated colon cancer,IL6,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Colitis-associated colon cancer,CASP9,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Colitis-associated colon cancer,MEKK1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Colitis-associated colon cancer,BAX,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,Colitis-associated colon cancer,AKT,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Colitis-associated colon cancer,APC,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Cortical Area Development,Emx2,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Cortical Area Development,Pax6,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Cortical Area Development,Fgf8,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Cortical Area Development,Coup_fti,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Cortical Area Development,Sp8,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,CASP8,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Death Receptor Signaling,RIP1ub,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,DISC-TNF,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,BCL2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,apoptosis,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,cIAP,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Death Receptor Signaling,RIP1k,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,DISC-FAS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,MOMP,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Death Receptor Signaling,Cyt_c,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,MPT,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,SMAC,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,RIP1,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Death Receptor Signaling,CASP3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,ATP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,TNFR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,survival,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,XIAP,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,ROS,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Death Receptor Signaling,BAX,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,apoptosome,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Death Receptor Signaling,cFLIP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,IKK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,NonACD,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,NFkB,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Death Receptor Signaling,FADD,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,TNF,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Death Receptor Signaling,FASL,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,Tbet,5,1.3984375,0.2796875,0.6875,0.1375,0.7109375,0.14218749999999997,0.09375
0,Differentiation of T lymphocytes,STAT3,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Differentiation of T lymphocytes,SMAD2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,RORgt,6,2.109375,0.3515625,1.3125,0.21875,0.796875,0.1328125,0.296875
0,Differentiation of T lymphocytes,STAT6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,STAT1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Differentiation of T lymphocytes,TGFB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,TGFBR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL6R,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IFNBR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL12R,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Differentiation of T lymphocytes,IFNg,5,1.609375,0.321875,1.1875,0.2375,0.421875,0.08437500000000003,0.46875
0,Differentiation of T lymphocytes,IFNgR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IRAK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL7R,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Differentiation of T lymphocytes,IL10R,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,STAT4,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Differentiation of T lymphocytes,IL2R,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,JAK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL23R,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,Prf1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,SOCS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Differentiation of T lymphocytes,IL17,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,JAK3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL18R,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Differentiation of T lymphocytes,Notch1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,Gzmb,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL4R,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Differentiation of T lymphocytes,STAT5,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Differentiation of T lymphocytes,IL27R,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,Runx3,5,1.802083333333333,0.3604166666666666,1.3125,0.2625,0.48958333333333304,0.0979166666666666,0.65625
0,Differentiation of T lymphocytes,Foxp3,6,1.2843750000000007,0.21406250000000013,0.4375,0.07291666666666667,0.8468750000000007,0.14114583333333347,0.046875
0,Differentiation of T lymphocytes,Eomes,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Differentiation of T lymphocytes,NFAT,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,ThPOK,9,1.2583705357142847,0.1398189484126983,0.22265625,0.024739583333333332,1.0357142857142847,0.11507936507936496,0.982421875
0,Differentiation of T lymphocytes,IL10,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,CD4,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.8125
0,Differentiation of T lymphocytes,CD8,5,1.583333333333333,0.3166666666666666,1.0625,0.2125,0.520833333333333,0.1041666666666666,0.21875
0,Differentiation of T lymphocytes,IL4,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Differentiation of T lymphocytes,GATA3,5,1.3984375,0.2796875,0.6875,0.1375,0.7109375,0.14218749999999997,0.09375
0,Differentiation of T lymphocytes,TCR,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,Dll1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL23,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL18,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IFNB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL7,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Differentiation of T lymphocytes,IL27,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,mtor_ric,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,akt,5,1.3984375,0.2796875,0.6875,0.1375,0.7109375,0.14218749999999997,0.09375
0,EGFR & ErbB Signaling,mkk7,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,elk1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,stat5,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,EGFR & ErbB Signaling,rheb,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,pak1,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,EGFR & ErbB Signaling,erbb23,8,1.537760416666667,0.19222005208333337,1.03125,0.12890625,0.506510416666667,0.06331380208333337,0.24609375
0,EGFR & ErbB Signaling,plcg,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,actinreorg,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,nck,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,EGFR & ErbB Signaling,ip3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,pi34p2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,EGFR & ErbB Signaling,p70s6_2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,EGFR & ErbB Signaling,ap1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,ca,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,shc,8,1.02734375,0.12841796875,0.0625,0.0078125,0.96484375,0.12060546875,0.99609375
0,EGFR & ErbB Signaling,pkc,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,EGFR & ErbB Signaling,pro_apoptotic,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,shp1d,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,mlk3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,vav2,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,EGFR & ErbB Signaling,shp1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,rntre,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,dag,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,erbb34,7,1.439453125,0.20563616071428573,0.765625,0.109375,0.673828125,0.09626116071428573,0.1171875
0,EGFR & ErbB Signaling,gab1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,EGFR & ErbB Signaling,cmyc,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,erbb13,12,1.4624572753906033,0.1218714396158836,0.689453125,0.057454427083333336,0.7730041503906033,0.06441701253255028,0.093505859375
0,EGFR & ErbB Signaling,pi3k,6,1.578125,0.2630208333333333,1.125,0.1875,0.453125,0.07552083333333331,0.484375
0,EGFR & ErbB Signaling,sos1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,EGFR & ErbB Signaling,raccdc42,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,EGFR & ErbB Signaling,jnk,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,cjun,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,stat3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,raf1,4,1.5208333333333335,0.38020833333333337,1.0,0.25,0.5208333333333335,0.13020833333333337,0.1875
0,EGFR & ErbB Signaling,p70s6_1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,EGFR & ErbB Signaling,sos1esp8e3b1,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,EGFR & ErbB Signaling,mk2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,erbb44,8,1.53125,0.19140625,1.046875,0.130859375,0.484375,0.060546875,0.49609375
0,EGFR & ErbB Signaling,mtor_rap,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,mkk6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,ptend,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,ship2d,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,ccbl,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,limk1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,tsc1_tsc2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,rab5a,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,pip3,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,EGFR & ErbB Signaling,p90rsk,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,shp2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,mekk1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,erbb14,12,1.2596191406249986,0.10496826171874989,0.501953125,0.041829427083333336,0.7576660156249986,0.06313883463541656,0.062255859375
0,EGFR & ErbB Signaling,erk12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,grb2,9,1.015625,0.11284722222222222,0.03515625,0.00390625,0.98046875,0.10894097222222222,0.998046875
0,EGFR & ErbB Signaling,aktd,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,mekk4,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,erbb11,10,1.8254394531250089,0.1825439453125009,1.26171875,0.126171875,0.5637207031250089,0.05637207031250091,0.6240234375
0,EGFR & ErbB Signaling,gsk3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,EGFR & ErbB Signaling,erbb12,9,1.40576171875,0.1561957465277778,0.76171875,0.08463541666666667,0.64404296875,0.07156032986111112,0.123046875
0,EGFR & ErbB Signaling,mek12,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,EGFR & ErbB Signaling,bad,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,EGFR & ErbB Signaling,cfos,4,1.6979166666666665,0.42447916666666663,1.25,0.3125,0.4479166666666665,0.11197916666666663,0.3125
0,EGFR & ErbB Signaling,endocyt_degrad,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,erbb24,14,1.501444498697916,0.10724603562127973,1.001220703125,0.07151576450892858,0.5002237955729161,0.03573027111235115,0.24993896484375
0,EGFR & ErbB Signaling,p38,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,EGFR & ErbB Signaling,mkk3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,hsp27,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,EGFR & ErbB Signaling,creb,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,EGFR & ErbB Signaling,nucerk12,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,ras,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,EGFR & ErbB Signaling,mkk4,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,EGFR & ErbB Signaling,p90rskerk12d,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
